target,source,Coste,player
Fulham,Girona FC,Fin de cesión 30/06/2023,Paulo GazzanigaP. Gazzaniga
Fulham,Le Havre AC,Fin de cesión 30/06/2023,Terence KongoloT. Kongolo
Fulham,Alanyaspor,Fin de cesión 30/06/2023,Ivan CavaleiroI. Cavaleiro
Fulham,Exeter City,Fin de cesión 31/05/2024,Luke HarrisL. Harris
Fulham,Niza,Fin de cesión 30/06/2023,Joe BryanJoe Bryan
Fulham,Servette FC,Fin de cesión 30/06/2023,Kevin MbabuK. Mbabu
Fulham,Birmingham,Fin de cesión 31/05/2024,Jay StansfieldJ. Stansfield
Al-Hilal,Fulham,"52,60 mill. €",Aleksandar MitrovicA. Mitrovic
Galatasaray,Fulham,Coste de cesión: 600 mil €,Carlos ViníciusCarlos Vinícius
Wigan,Fulham,Libre,Steven SessegnonS. Sessegnon
LOSC Lille,Fulham,Libre,Ivan CavaleiroI. Cavaleiro
Valenciennes FC,Fulham,Libre,Anthony KnockaertA. Knockaert
Norwich,Fulham,Libre,Shane DuffyS. Duffy
Millwall,Fulham,Libre,Joe BryanJoe Bryan
Al-Jazira,Fulham,Libre,Neeskens KebanoN. Kebano
Girona FC,Fulham,Libre,Paulo GazzanigaP. Gazzaniga
FC Augsburgo,Fulham,Cesión,Kevin MbabuK. Mbabu
Vejle BK,Fulham,Cesión,Tyrese FrancoisT. Francois
Exeter City,Fulham,Cesión,Luke HarrisL. Harris
Rapid Viena,Fulham,Cesión,Terence KongoloT. Kongolo
Birmingham,Fulham,Cesión,Jay StansfieldJ. Stansfield
Arsenal,Fulham,Fin de cesión 30/06/2023,Cédric SoaresC. Soares
PSG,Fulham,Fin de cesión 30/06/2023,Layvin KurzawaL. Kurzawa
Chelsea,Fulham,Fin de cesión 31/05/2024,Armando BrojaA. Broja
Shakhtar D.,Fulham,Fin de cesión 30/06/2023,Manor SolomonM. Solomon
Liverpool,RB Leipzig,"70,00 mill. €",Dominik SzoboszlaiD. Szoboszlai
Liverpool,Brighton,"42,00 mill. €",Alexis Mac AllisterA. Mac Allister
Liverpool,Bayern Múnich,"40,00 mill. €",Ryan GravenberchR. Gravenberch
Liverpool,VfB Stuttgart,"20,00 mill. €",Wataru EndoW. Endo
Liverpool,Liverpool U18,-,Ben DoakBen Doak
Liverpool,Liverpool U21,-,Conor BradleyC. Bradley
Liverpool,Liverpool U21,-,Jarell QuansahJ. Quansah
Liverpool,Bolton,Fin de cesión 31/05/2024,Calvin RamsayC. Ramsay
Liverpool,Port Vale,Fin de cesión 01/02/2024,Rhys WilliamsR. Williams
Liverpool,FC Schalke 04,Fin de cesión 30/06/2023,Sepp van den BergS. van den Berg
Liverpool,Preston NE,Fin de cesión 15/01/2024,Calvin RamsayC. Ramsay
Liverpool,Cardiff,Fin de cesión 31/05/2024,Nathaniel PhillipsN. Phillips
Liverpool,Aberdeen FC,Fin de cesión 03/01/2024,Rhys WilliamsR. Williams
Liverpool,Celtic FC,Fin de cesión 03/01/2024,Nathaniel PhillipsN. Phillips
Liverpool,RB Leipzig,Fin de cesión 31/12/2023,Fábio CarvalhoF. Carvalho
Al-Ittihad,Liverpool,"46,70 mill. €",FabinhoFabinho
Al-Ettifaq,Liverpool,"14,00 mill. €",Jordan HendersonJ. Henderson
Brighton,Liverpool,Libre,James MilnerJ. Milner
Besiktas,Liverpool,Libre,Alex Oxlade-ChamberlainA. Oxlade-Chamberlain
Werder Bremen,Liverpool,Libre,Naby KeïtaN. Keïta
Al-Ahli,Liverpool,Libre,Roberto FirminoRoberto Firmino
Bolton,Liverpool,Cesión,Calvin RamsayC. Ramsay
Hull City,Liverpool,Cesión,Fábio CarvalhoF. Carvalho
Port Vale,Liverpool,Cesión,Rhys WilliamsR. Williams
Preston NE,Liverpool,Cesión,Calvin RamsayC. Ramsay
Aberdeen FC,Liverpool,Cesión,Rhys WilliamsR. Williams
Celtic FC,Liverpool,Cesión,Nathaniel PhillipsN. Phillips
RB Leipzig,Liverpool,Cesión,Fábio CarvalhoF. Carvalho
Mainz,Liverpool,Cesión,Sepp van den BergS. van den Berg
Cardiff,Liverpool,Cesión,Nathaniel PhillipsN. Phillips
Juventus,Liverpool,Fin de cesión 30/06/2023,Arthur MeloArthur Melo
Luton,Wolverhampton,"5,85 mill. €",Ryan GilesR. Giles
Luton,Birmingham,"4,70 mill. €",Tahith ChongT. Chong
Luton,Barnsley FC,"3,50 mill. €",Mads AndersenM. Andersen
Luton,Stoke City,"2,90 mill. €",Jacob BrownJ. Brown
Luton,Aston Villa,"2,90 mill. €",Marvelous NakambaM. Nakamba
Luton,Blackburn,"2,90 mill. €",Thomas KaminskiT. Kaminski
Luton,Sint-Truiden,"2,00 mill. €",Daiki HashiokaD. Hashioka
Luton,Reading,"1,17 mill. €",Tom HolmesT. Holmes
Luton,Rotherham,Libre,Chiedozie OgbeneC. Ogbene
Luton,Niza,Libre,Ross BarkleyR. Barkley
Luton,Norwich,?,Tim KrulTim Krul
Luton,Manchester Utd.,?,Teden MengiT. Mengi
Luton,Arsenal,Cesión,Albert Sambi LokongaA. Lokonga
Luton,Sin equipo,-,Andros TownsendA. Townsend
Luton,Manchester City,Cesión,Issa KaboréI. Kaboré
Luton,Dundee United,Fin de cesión 08/05/2024,Jack WaltonJ. Walton
Luton,Lincoln City,Fin de cesión 31/05/2024,Joe TaylorJ. Taylor
Luton,Millwall,Fin de cesión 31/05/2024,Allan CampbellA. Campbell
Luton,Rotherham,Fin de cesión 10/01/2024,Fred OnyedinmaF. Onyedinma
Luton,Exeter City,Fin de cesión 31/05/2024,Admiral MuskweA. Muskwe
Luton,Sutton Utd,Fin de cesión 09/01/2024,Dion PereiraD. Pereira
Luton,FC Dag & Red,Fin de cesión 31/05/2024,Dion PereiraD. Pereira
Luton,Colchester Utd.,Fin de cesión 02/01/2024,Joe TaylorJ. Taylor
Luton,Hull City,Fin de cesión 31/05/2024,Ryan GilesR. Giles
Luton,Bromley,Fin de cesión 08/01/2024,Aribim PeppleA. Pepple
Luton,Reading,Fin de cesión 31/05/2024,Tom HolmesT. Holmes
Luton,Barnsley FC,Fin de cesión 31/05/2024,John McAteeJ. McAtee
Luton,Shrewsbury,Fin de cesión 08/01/2024,Elliot ThorpeE. Thorpe
Luton,Charlton,Fin de cesión 31/05/2024,Louie WatsonL. Watson
Bolton,Luton,300 mil €,Carlos MendesC. Mendes
Derby,Luton,Libre,Sonny BradleyS. Bradley
Charlton,Luton,Libre,Harry IstedH. Isted
Reading,Luton,Cesión,Tom HolmesT. Holmes
Inverness Cal.,Luton,Cesión,Aribim PeppleA. Pepple
Dundee United,Luton,Cesión,Jack WaltonJ. Walton
Lincoln City,Luton,Cesión,Joe TaylorJ. Taylor
Millwall,Luton,Cesión,Allan CampbellA. Campbell
Rotherham,Luton,Cesión,Fred OnyedinmaF. Onyedinma
Exeter City,Luton,Cesión,Admiral MuskweA. Muskwe
Sutton Utd,Luton,Cesión,Dion PereiraD. Pereira
FC Dag & Red,Luton,Cesión,Dion PereiraD. Pereira
Colchester Utd.,Luton,Cesión,Joe TaylorJ. Taylor
Hull City,Luton,Cesión,Ryan GilesR. Giles
Bromley,Luton,Cesión,Aribim PeppleA. Pepple
Barnsley FC,Luton,Cesión,John McAteeJ. McAtee
Shrewsbury,Luton,Cesión,Elliot ThorpeE. Thorpe
Charlton,Luton,Cesión,Louie WatsonL. Watson
Sin equipo,Luton,-,Luke FreemanL. Freeman
Retirado,Luton,-,Henri LansburyH. Lansbury
Sin equipo,Luton,-,Glen ReaGlen Rea
Sin equipo,Luton,-,Matt MaceyM. Macey
Arsenal,Luton,Fin de cesión 31/05/2024,Albert Sambi LokongaA. Lokonga
Manchester City,Luton,Fin de cesión 31/05/2024,Issa KaboréI. Kaboré
Nottm Forest,Luton,Fin de cesión 30/06/2023,Ethan HorvathE. Horvath
Manchester City,RB Leipzig,"90,00 mill. €",Josko GvardiolJ. Gvardiol
Manchester City,Wolverhampton,"62,00 mill. €",Matheus NunesM. Nunes
Manchester City,Stade Rennes,"60,00 mill. €",Jérémy DokuJ. Doku
Manchester City,Chelsea,"29,10 mill. €",Mateo KovacicM. Kovacic
Manchester City,River Plate,"18,50 mill. €",Claudio EcheverriC. Echeverri
Manchester City,Man City U21,-,James McAteeJ. McAtee
Manchester City,Man City U21,-,Tommy DoyleT. Doyle
Manchester City,Man City U21,-,Oscar BobbO. Bobb
Manchester City,Talleres,Fin de cesión 30/06/2023,Nahuel BustosN. Bustos
Manchester City,Luton,Fin de cesión 31/05/2024,Issa KaboréI. Kaboré
Manchester City,Girona FC,Fin de cesión 30/06/2023,Yangel HerreraY. Herrera
Manchester City,Marsella,Fin de cesión 30/06/2023,Issa KaboréI. Kaboré
Manchester City,Wolverhampton,Fin de cesión 31/05/2024,Tommy DoyleT. Doyle
Manchester City,Stade Reims,Fin de cesión 31/01/2024,Josh Wilson-EsbrandJ. Wilson-Esbrand
Manchester City,Bayern Múnich,Fin de cesión 30/06/2023,João CanceloJ. Cancelo
Manchester City,Cardiff,Fin de cesión 31/05/2024,Josh Wilson-EsbrandJ. Wilson-Esbrand
Manchester City,Sheff Utd,Fin de cesión 31/05/2024,James McAteeJ. McAtee
Manchester City,Charlton,Fin de cesión 05/01/2024,Slobodan TedicS. Tedic
Manchester City,Southampton,Fin de cesión 31/05/2024,Taylor Harwood-BellisT. Harwood-Bellis
Chelsea,Manchester City,"47,00 mill. €",Cole PalmerC. Palmer
Al-Ahli,Manchester City,"35,00 mill. €",Riyad MahrezR. Mahrez
Al-Nassr,Manchester City,"27,50 mill. €",Aymeric LaporteA. Laporte
West Ham,Manchester City,"Coste de cesión: 7,00 mill. €",Kalvin PhillipsK. Phillips
Girona FC,Manchester City,"5,00 mill. €",Yangel HerreraY. Herrera
São Paulo,Manchester City,"4,30 mill. €",Nahuel FerraresiN. Ferraresi
FK Cukaricki,Manchester City,Libre,Slobodan TedicS. Tedic
Colorado,Manchester City,Libre,Zack SteffenZ. Steffen
FC Lorient,Manchester City,Libre,Benjamin MendyB. Mendy
FC Barcelona,Manchester City,Libre,İlkay Gündoğanİ. Gündoğan
Talleres,Manchester City,Libre,Nahuel BustosN. Bustos
River Plate,Manchester City,Cesión,Claudio EcheverriC. Echeverri
UD Las Palmas,Manchester City,Cesión,Máximo PerroneM. Perrone
FC Barcelona,Manchester City,Cesión,João CanceloJ. Cancelo
Wolverhampton,Manchester City,Cesión,Tommy DoyleT. Doyle
Stade Reims,Manchester City,Cesión,Josh Wilson-EsbrandJ. Wilson-Esbrand
Cardiff,Manchester City,Cesión,Josh Wilson-EsbrandJ. Wilson-Esbrand
Sheff Utd,Manchester City,Cesión,James McAteeJ. McAtee
Southampton,Manchester City,Cesión,Taylor Harwood-BellisT. Harwood-Bellis
Charlton,Manchester City,Cesión,Slobodan TedicS. Tedic
Luton,Manchester City,Cesión,Issa KaboréI. Kaboré
Manchester Utd.,Atalanta,"73,90 mill. €",Rasmus HøjlundR. Højlund
Manchester Utd.,Chelsea,"64,20 mill. €",Mason MountM. Mount
Manchester Utd.,Inter,"50,20 mill. €",André OnanaA. Onana
Manchester Utd.,Fiorentina,"Coste de cesión: 9,00 mill. €",Sofyan AmrabatS. Amrabat
Manchester Utd.,Fenerbahce,"5,00 mill. €",Altay BayındırA. Bayındır
Manchester Utd.,Leicester City,Libre,Jonny EvansJ. Evans
Manchester Utd.,Tottenham,Cesión,Sergio ReguilónS. Reguilón
Manchester Utd.,Man Utd U21,-,Omari ForsonO. Forson
Manchester Utd.,Man Utd U21,-,Willy KambwalaW. Kambwala
Manchester Utd.,Man Utd U21,-,Daniel GoreD. Gore
Manchester Utd.,Sparta Praga,Fin de cesión 30/06/2023,Matej KovarM. Kovar
Manchester Utd.,Ipswich,Fin de cesión 31/05/2024,Brandon WilliamsB. Williams
Manchester Utd.,Marsella,Fin de cesión 30/06/2023,Eric BaillyE. Bailly
Manchester Utd.,Port Vale,Fin de cesión 31/05/2024,Daniel GoreD. Gore
Manchester Utd.,Granada CF,Fin de cesión 14/01/2024,Álvaro CarrerasÁ. Carreras
Manchester Utd.,Sevilla FC,Fin de cesión 30/06/2023,Alex TellesA. Telles
Crystal Palace,Manchester Utd.,"17,50 mill. €",Dean HendersonD. Henderson
Nottm Forest,Manchester Utd.,"17,50 mill. €",Anthony ElangaA. Elanga
Fenerbahce,Manchester Utd.,"9,74 mill. €",FredFred
B. Leverkusen,Manchester Utd.,"5,00 mill. €",Matej KovarM. Kovar
Al-Nassr,Manchester Utd.,"4,60 mill. €",Alex TellesA. Telles
Eintracht,Manchester Utd.,"Coste de cesión: 3,00 mill. €",Donny van de BeekD. van de Beek
FC Utrecht,Manchester Utd.,"1,00 mill. €",Zidane IqbalZ. Iqbal
Besiktas,Manchester Utd.,Libre,Eric BaillyE. Bailly
Luton,Manchester Utd.,?,Teden MengiT. Mengi
Sevilla FC,Manchester Utd.,Cesión,HannibalHannibal
Getafe CF,Manchester Utd.,Cesión,Mason GreenwoodM. Greenwood
Ipswich,Manchester Utd.,Cesión,Brandon WilliamsB. Williams
Benfica,Manchester Utd.,Cesión,Álvaro CarrerasÁ. Carreras
Bor. Dortmund,Manchester Utd.,Cesión,Jadon SanchoJ. Sancho
Port Vale,Manchester Utd.,Cesión,Daniel GoreD. Gore
Granada CF,Manchester Utd.,Cesión,Álvaro CarrerasÁ. Carreras
Granada CF,Manchester Utd.,Cesión,Facundo PellistriF. Pellistri
Sin equipo,Manchester Utd.,-,Axel TuanzebeA. Tuanzebe
Sin equipo,Manchester Utd.,-,Phil JonesP. Jones
Sin equipo,Manchester Utd.,-,David de GeaD. de Gea
Burnley,Manchester Utd.,Fin de cesión 30/06/2023,Wout WeghorstW. Weghorst
Tottenham,Manchester Utd.,Fin de cesión 04/01/2024,Sergio ReguilónS. Reguilón
Crystal Palace,Manchester Utd.,Fin de cesión 30/06/2023,Jack ButlandJ. Butland
Bayern Múnich,Manchester Utd.,Fin de cesión 30/06/2023,Marcel SabitzerM. Sabitzer
Newcastle Utd.,AC Milan,"64,00 mill. €",Sandro TonaliS. Tonali
Newcastle Utd.,Leicester City,"44,00 mill. €",Harvey BarnesH. Barnes
Newcastle Utd.,Southampton,"37,20 mill. €",Tino LivramentoT. Livramento
Newcastle Utd.,Odense BK,"8,00 mill. €",Yankuba MintehY. Minteh
Newcastle Utd.,Chelsea,Cesión,Lewis HallL. Hall
Newcastle Utd.,Newcastle U21,-,Lewis MileyL. Miley
Newcastle Utd.,Newcastle U21,-,Joe WhiteJoe White
Newcastle Utd.,Heart of Midl.,Fin de cesión 30/06/2023,Garang KuolG. Kuol
Newcastle Utd.,Swansea City,Fin de cesión 31/05/2024,Harrison AshbyH. Ashby
Newcastle Utd.,Sheff Wed,Fin de cesión 31/05/2024,Jeff HendrickJ. Hendrick
Newcastle Utd.,Nottm Forest,Fin de cesión 30/06/2023,Chris WoodC. Wood
Newcastle Utd.,Watford,Fin de cesión 31/05/2024,Jamal LewisJ. Lewis
Newcastle Utd.,Wigan,Fin de cesión 31/05/2024,Kell WattsK. Watts
Newcastle Utd.,Standard Lieja,Fin de cesión 11/01/2024,Isaac HaydenI. Hayden
Newcastle Utd.,Southampton,Fin de cesión 31/05/2024,Ryan FraserR. Fraser
Newcastle Utd.,Crewe Alexandra,Fin de cesión 14/01/2024,Joe WhiteJoe White
Newcastle Utd.,QPR,Fin de cesión 31/05/2024,Isaac HaydenI. Hayden
Al-Ahli,Newcastle Utd.,"27,20 mill. €",Allan Saint-MaximinA. Saint-Maximin
Nottm Forest,Newcastle Utd.,"17,00 mill. €",Chris WoodC. Wood
Leeds,Newcastle Utd.,400 mil €,Karl DarlowK. Darlow
RC Celta,Newcastle Utd.,Libre,Javier ManquilloJ. Manquillo
Sheff Wed,Newcastle Utd.,Cesión,Jeff HendrickJ. Hendrick
FC Volendam,Newcastle Utd.,Cesión,Garang KuolG. Kuol
Watford,Newcastle Utd.,Cesión,Jamal LewisJ. Lewis
Wigan,Newcastle Utd.,Cesión,Kell WattsK. Watts
Standard Lieja,Newcastle Utd.,Cesión,Isaac HaydenI. Hayden
Southampton,Newcastle Utd.,Cesión,Ryan FraserR. Fraser
Crewe Alexandra,Newcastle Utd.,Cesión,Joe WhiteJoe White
Swansea City,Newcastle Utd.,Cesión,Harrison AshbyH. Ashby
QPR,Newcastle Utd.,Cesión,Isaac HaydenI. Hayden
Sin equipo,Newcastle Utd.,-,Ciaran ClarkC. Clark
Sin equipo,Newcastle Utd.,-,Matty LongstaffM. Longstaff
Feyenoord,Newcastle Utd.,Cesión,Yankuba MintehY. Minteh
Nottm Forest,PSV Eindhoven,"35,00 mill. €",Ibrahim SangaréI. Sangaré
Nottm Forest,Manchester Utd.,"17,50 mill. €",Anthony ElangaA. Elanga
Nottm Forest,Newcastle Utd.,"17,00 mill. €",Chris WoodC. Wood
Nottm Forest,Norwich,"12,85 mill. €",Andrew OmobamideleA. Omobamidele
Nottm Forest,Corinthians,"12,00 mill. €",MurilloMurillo
Nottm Forest,Bolonia,"10,00 mill. €",Nicolás DomínguezN. Domínguez
Nottm Forest,Arsenal,"8,15 mill. €",Matt TurnerM. Turner
Nottm Forest,Estrasburgo,"8,00 mill. €",Matz SelsMatz Sels
Nottm Forest,Benfica,"4,90 mill. €",Odysseas VlachodimosO. Vlachodimos
Nottm Forest,Chelsea,"3,50 mill. €",Callum Hudson-OdoiC. Hudson-Odoi
Nottm Forest,Arsenal,"Coste de cesión: 1,15 mill. €",Nuno TavaresN. Tavares
Nottm Forest,Bor. Dortmund,"Coste de cesión: 1,00 mill. €",Giovanni ReynaG. Reyna
Nottm Forest,Torino,Libre,Ola AinaOla Aina
Nottm Forest,Chelsea,Cesión,Andrey SantosA. Santos
Nottm Forest,Sevilla FC,Cesión,Gonzalo MontielG. Montiel
Nottm Forest,Sporting Lisboa,Cesión,Rodrigo RibeiroR. Ribeiro
Nottm Forest,AC Milan,Cesión,Divock OrigiD. Origi
Nottm Forest,Cardiff,Fin de cesión 31/05/2024,Josh BowlerJ. Bowler
Nottm Forest,Olympiacos,Fin de cesión 31/12/2023,Gustavo ScarpaGustavo Scarpa
Nottm Forest,D.C. United,Fin de cesión 16/07/2023,Lewis O'BrienL. O'Brien
Nottm Forest,Cardiff,Fin de cesión 15/01/2024,Jonathan PanzoJ. Panzo
Nottm Forest,Luton,Fin de cesión 30/06/2023,Ethan HorvathE. Horvath
Nottm Forest,FC Lucerna,Fin de cesión 30/06/2023,Mohamed DrägerM. Dräger
Nottm Forest,Bristol Rovers,Fin de cesión 31/05/2024,Brandon AguileraB. Aguilera
Nottm Forest,Middlesbrough,Fin de cesión 31/05/2024,Lewis O'BrienL. O'Brien
Nottm Forest,Port Vale,Fin de cesión 31/05/2024,Alex MightenA. Mighten
Nottm Forest,Estoril J23,Fin de cesión 30/06/2023,Brandon AguileraB. Aguilera
Nottm Forest,Watford,Fin de cesión 31/05/2024,Emmanuel DennisE. Dennis
Nottm Forest,KV Kortrijk,Fin de cesión 09/01/2024,Alex MightenA. Mighten
Nottm Forest,Basaksehir,Fin de cesión 23/01/2024,Emmanuel DennisE. Dennis
Nottm Forest,Norwich,Fin de cesión 09/01/2024,Ui-jo HwangU. Hwang
Nottm Forest,Vancouver,Fin de cesión 31/12/2023,Richie LaryeaR. Laryea
Nottm Forest,FC Seoul,Fin de cesión 30/06/2023,Ui-jo HwangU. Hwang
Nottm Forest,Toronto,Fin de cesión 30/06/2023,Richie LaryeaR. Laryea
Nottm Forest,Guingamp,Fin de cesión 30/06/2023,Loïc Mbe SohL. Mbe Soh
Tottenham,Nottm Forest,"55,00 mill. €",Brennan JohnsonB. Johnson
Lyon,Nottm Forest,"Coste de cesión: 11,70 mill. €",Orel MangalaO. Mangala
Nashville,Nottm Forest,"5,80 mill. €",Sam SurridgeS. Surridge
Atl. Mineiro,Nottm Forest,"5,00 mill. €",Gustavo ScarpaGustavo Scarpa
Salt Lake,Nottm Forest,"3,60 mill. €",Braian OjedaB. Ojeda
Toronto,Nottm Forest,700 mil €,Richie LaryeaR. Laryea
Besiktas,Nottm Forest,Coste de cesión: 500 mil €,Joe WorrallJ. Worrall
FC Basilea,Nottm Forest,420 mil €,Mohamed DrägerM. Dräger
Galatasaray,Nottm Forest,100 mil €,Serge AurierS. Aurier
QPR,Nottm Forest,Libre,Jack ColbackJ. Colback
Stockport,Nottm Forest,Libre,Jordan SmithJ. Smith
Rotherham,Nottm Forest,Libre,CafúCafú
QPR,Nottm Forest,?,Steve CookS. Cook
Cardiff,Nottm Forest,?,Ethan HorvathE. Horvath
Olympiacos,Nottm Forest,?,Giulian BianconeG. Biancone
Cardiff,Nottm Forest,Cesión,Josh BowlerJ. Bowler
Basaksehir,Nottm Forest,Cesión,Emmanuel DennisE. Dennis
Olympiacos,Nottm Forest,Cesión,Gustavo ScarpaGustavo Scarpa
Norwich,Nottm Forest,Cesión,Ui-jo HwangU. Hwang
Standard Lieja,Nottm Forest,Cesión,Jonathan PanzoJ. Panzo
Olympiacos,Nottm Forest,Cesión,Omar RichardsO. Richards
Bolonia,Nottm Forest,Cesión,Remo FreulerR. Freuler
Bristol Rovers,Nottm Forest,Cesión,Brandon AguileraB. Aguilera
Alanyaspor,Nottm Forest,Cesión,Ui-jo HwangU. Hwang
Middlesbrough,Nottm Forest,Cesión,Lewis O'BrienL. O'Brien
Port Vale,Nottm Forest,Cesión,Alex MightenA. Mighten
Watford,Nottm Forest,Cesión,Emmanuel DennisE. Dennis
KV Kortrijk,Nottm Forest,Cesión,Alex MightenA. Mighten
Cardiff,Nottm Forest,Cesión,Jonathan PanzoJ. Panzo
Vancouver,Nottm Forest,Cesión,Richie LaryeaR. Laryea
FC Copenhague,Nottm Forest,Cesión,Scott McKennaS. McKenna
C. Rizespor,Nottm Forest,Cesión,Jonjo ShelveyJ. Shelvey
Almere City,Nottm Forest,Cesión,Loïc Mbe SohL. Mbe Soh
Sin equipo,Nottm Forest,-,Adnan KanuricA. Kanuric
Sin equipo,Nottm Forest,-,André AyewA. Ayew
Sin equipo,Nottm Forest,-,Jesse LingardJ. Lingard
Sin equipo,Nottm Forest,-,Lyle TaylorL. Taylor
Chelsea,Nottm Forest,Fin de cesión 03/01/2024,Andrey SantosA. Santos
PSG,Nottm Forest,Fin de cesión 30/06/2023,Keylor NavasK. Navas
Newcastle Utd.,Nottm Forest,Fin de cesión 30/06/2023,Chris WoodC. Wood
Atlético Madrid,Nottm Forest,Fin de cesión 30/06/2023,Renan LodiR. Lodi
Sheff Utd,Aston Villa,"21,55 mill. €",Cameron ArcherC. Archer
Sheff Utd,Coventry City,"17,30 mill. €",Gustavo HamerG. Hamer
Sheff Utd,Lommel SK,"12,50 mill. €",Vini SouzaV. Souza
Sheff Utd,Arsenal,"5,80 mill. €",Auston TrustyA. Trusty
Sheff Utd,Häcken,"4,60 mill. €",Bénie TraoréB. Traoré
Sheff Utd,Brøndby IF,"2,70 mill. €",Anis SlimaneA. Slimane
Sheff Utd,Atlético Madrid,"2,50 mill. €",Ivo GrbicIvo Grbic
Sheff Utd,Everton,Libre,Tom DaviesT. Davies
Sheff Utd,Troyes,Cesión,Yasser LarouciY. Larouci
Sheff Utd,Everton,Cesión,Mason HolgateM. Holgate
Sheff Utd,Villarreal CF,Cesión,Ben Brereton DíazB. Brereton Díaz
Sheff Utd,Leicester City,Cesión,Luke ThomasL. Thomas
Sheff Utd,Manchester City,Cesión,James McAteeJ. McAtee
Sheff Utd,Sheff Utd U21,-,Andre BrooksA. Brooks
Sheff Utd,Sheff Utd U21,-,Oliver ArblasterO. Arblaster
Sheff Utd,Sheff Utd U21,-,Femi SerikiF. Seriki
Sheff Utd,Port Vale,Fin de cesión 29/12/2023,Oliver ArblasterO. Arblaster
Sheff Utd,Rotherham,Fin de cesión 31/05/2024,Femi SerikiF. Seriki
Marsella,Sheff Utd,"17,00 mill. €",Iliman NdiayeI. Ndiaye
Burnley,Sheff Utd,"13,90 mill. €",Sander BergeS. Berge
LA Galaxy,Sheff Utd,Libre,Billy SharpB. Sharp
Blackburn,Sheff Utd,Libre,John FleckJ. Fleck
Stoke City,Sheff Utd,Libre,Enda StevensE. Stevens
Port Vale,Sheff Utd,Cesión,Oliver ArblasterO. Arblaster
Grimsby Town,Sheff Utd,?,Jake EastwoodJ. Eastwood
FC Nantes,Sheff Utd,Cesión,Bénie TraoréB. Traoré
AIK,Sheff Utd,Cesión,Ismaila CoulibalyI. Coulibaly
Rotherham,Sheff Utd,Cesión,Femi SerikiF. Seriki
Retirado,Sheff Utd,-,Jack O'ConnellJ. O'Connell
Sin equipo,Sheff Utd,-,Kyron GordonK. Gordon
Everton,Sheff Utd,Fin de cesión 31/05/2024,Mason HolgateM. Holgate
Leicester City,Sheff Utd,Fin de cesión 12/01/2024,Luke ThomasL. Thomas
Manchester City,Sheff Utd,Fin de cesión 31/05/2024,James McAteeJ. McAtee
Tottenham,Nottm Forest,"55,00 mill. €",Brennan JohnsonB. Johnson
Tottenham,Leicester City,"46,30 mill. €",James MaddisonJ. Maddison
Tottenham,VfL Wolfsburgo,"40,00 mill. €",Micky van de VenM. van de Ven
Tottenham,Sporting Lisboa,"40,00 mill. €",Pedro PorroP. Porro
Tottenham,Juventus,"30,00 mill. €",Dejan KulusevskiD. Kulusevski
Tottenham,Génova,"25,00 mill. €",Radu DrăgușinR. Drăgușin
Tottenham,FC Empoli,"18,50 mill. €",Guglielmo VicarioG. Vicario
Tottenham,Rosario Central,"15,00 mill. €",Alejo VélizA. Véliz
Tottenham,Blackburn,"2,30 mill. €",Ashley PhillipsA. Phillips
Tottenham,Shakhtar D.,Libre,Manor SolomonM. Solomon
Tottenham,RB Leipzig,Cesión,Timo WernerT. Werner
Tottenham,Sevilla FC,Fin de cesión 30/06/2023,Bryan GilBryan Gil
Tottenham,Leeds,Fin de cesión 31/05/2024,Joe RodonJoe Rodon
Tottenham,Nápoles,Fin de cesión 30/06/2023,Tanguy NdombéléT. Ndombélé
Tottenham,Manchester Utd.,Fin de cesión 04/01/2024,Sergio ReguilónS. Reguilón
Tottenham,Villarreal CF,Fin de cesión 30/06/2023,Giovani Lo CelsoG. Lo Celso
Tottenham,Sampdoria,Fin de cesión 30/06/2023,Harry WinksH. Winks
Tottenham,Stade Rennes,Fin de cesión 30/06/2023,Djed SpenceD. Spence
Tottenham,Atlético Madrid,Fin de cesión 30/06/2023,Sergio ReguilónS. Reguilón
Tottenham,Leeds,Fin de cesión 04/01/2024,Djed SpenceD. Spence
Tottenham,FC Augsburgo,Fin de cesión 17/01/2024,Japhet TangangaJ. Tanganga
Tottenham,Plymouth Argyle,Fin de cesión 31/05/2024,Ashley PhillipsA. Phillips
Tottenham,Stade Rennes,Fin de cesión 30/06/2023,Joe RodonJoe Rodon
Tottenham,Millwall,Fin de cesión 31/05/2024,Japhet TangangaJ. Tanganga
Tottenham,Brentford,Fin de cesión 31/05/2024,Sergio ReguilónS. Reguilón
Tottenham,Udinese,Fin de cesión 30/06/2023,Destiny UdogieD. Udogie
Bayern Múnich,Tottenham,"95,00 mill. €",Harry KaneH. Kane
Leicester City,Tottenham,"11,60 mill. €",Harry WinksH. Winks
Galatasaray,Tottenham,"9,50 mill. €",Davinson SánchezD. Sánchez
